date,adm2,cumulative_cases_reported,cumulative_deaths
2020-03-23,2101,0.5832164999139369,0.29160824995696843
2020-03-23,2102,0.07727850515805189,0.03863925257902594
2020-03-23,2103,0.10552730251110316,0.052763651255551575
2020-03-23,2104,0.06760558752586769,0.03380279376293385
2020-03-23,2105,0.01690897425867605,0.008454487129338025
2020-03-23,2106,0.19457472185643804,0.09728736092821902
2020-03-23,2107,0.18068663681361136,0.09034331840680568
2020-03-23,2108,0.14671095271583615,0.07335547635791807
2020-03-23,2109,0.1630085971670797,0.08150429858353984
2020-03-23,2110,0.10900085041783228,0.05450042520891615
2020-03-23,2111,0.12111316687200073,0.060556583436000365
2020-03-23,2112,0.061762093882359814,0.030881046941179907
2020-03-23,2113,0.02863865294502008,0.014319326472510038
2020-03-23,2114,0.0751667022313301,0.03758335111566505
2020-03-23,2115,0.0681623059935342,0.0340811529967671
2020-03-23,2116,0.0006384497373220832,0.00031922486866104165
2020-03-23,2201,0.0,0.0
2020-03-23,2202,0.0,0.0
2020-03-23,2203,0.0,0.0
2020-03-23,2204,0.0,0.0
2020-03-23,2205,0.0,0.0
2020-03-23,2206,0.0,0.0
2020-03-23,2207,0.0,0.0
2020-03-23,2301,0.200179582345223,0.0
2020-03-23,2302,0.0587322722307604,0.0
2020-03-23,2303,0.04899885521331592,0.0
2020-03-23,2304,0.03938764185087889,0.0
2020-03-23,2305,0.1385819926174216,0.0
2020-03-23,2306,0.08693189571101377,0.0
2020-03-23,2307,0.16464762572957325,0.0
2020-03-23,2308,0.13559417035356955,0.0
2020-03-23,2309,0.07535799521993826,0.0
2020-03-23,2310,0.05158796872830538,0.0
2020-03-23,2401,0.09646548916252676,0.0
2020-03-23,2402,0.14521434320261425,0.0
2020-03-23,2403,0.1249905794660305,0.0
2020-03-23,2404,0.11176734549704458,0.0
2020-03-23,2405,0.05252731512557944,0.0
2020-03-23,2406,0.13994173465928106,0.0
2020-03-23,2407,0.10947013684190708,0.0
2020-03-23,2408,0.05935190563650624,0.0
2020-03-23,2409,0.1602711504085101,0.0
2020-03-23,2501,0.0,0.0
2020-03-23,2502,0.0,0.0
2020-03-23,2503,0.0,0.0
2020-03-23,2504,0.0,0.0
2020-03-23,2505,0.0,0.0
2020-03-23,2601,0.2402723451414661,0.0
